mosfet_losses,diode_losses,SWFREQ,DUTY_CYCLE,DEADTIME,Vin,Vout,Illum
6.85056756752045,3.75520359382235,70k,0.5,170n,50,100,900
0.830428350508057,4.00876254289247,80k,0.5,170n,50,100,900
0.986081193955459,4.99672288328343,90k,0.5,170n,50,100,900
1.1561822604619,5.19225695540289,100k,0.5,170n,50,100,900
1.28521069679602,5.2803898890467,110k,0.5,170n,50,100,900
1.39074293967731,4.79629030450967,120k,0.5,170n,50,100,900
1.44107367403881,4.06740053264564,130k,0.5,170n,50,100,900
